Frecuencia,Duración
155.56349186104046,0
77.78174593052023,0
155.56349186104046,0.20689649999999998
77.78174593052023,0
311.1269837220809,0.10344824999999999
77.78174593052023,0.10344824999999999
311.1269837220809,0.10344824999999999
277.1826309768721,0.10344824999999999
77.78174593052023,0
311.1269837220809,0.10344824999999999
155.56349186104046,0.10344824999999999
77.78174593052023,0
155.56349186104046,0.20689649999999998
77.78174593052023,0
311.1269837220809,0.10344824999999999
77.78174593052023,0.10344824999999999
311.1269837220809,0.10344824999999999
277.1826309768721,0.10344824999999999
77.78174593052023,0
311.1269837220809,0.10344824999999999
155.56349186104046,0.10344824999999999
77.78174593052023,0
155.56349186104046,0.20689649999999998
77.78174593052023,0
311.1269837220809,0.10344824999999999
77.78174593052023,0.10344824999999999
311.1269837220809,0.10344824999999999
277.1826309768721,0.10344824999999999
77.78174593052023,0
311.1269837220809,0.10344824999999999
155.56349186104046,0.10344824999999999
92.4986056779086,0
155.56349186104046,0.20689649999999998
92.4986056779086,0
184.9972113558172,0.10344824999999999
207.65234878997256,0.10344824999999999
103.82617439498628,0
184.9972113558172,0.20689649999999998
103.82617439498628,0
207.65234878997256,0.10344824999999999
155.56349186104046,0.10344824999999999
77.78174593052023,0
155.56349186104046,0.20689649999999998
77.78174593052023,0
311.1269837220809,0.10344824999999999
77.78174593052023,0.10344824999999999
311.1269837220809,0.10344824999999999
277.1826309768721,0.10344824999999999
77.78174593052023,0
311.1269837220809,0.10344824999999999
155.56349186104046,0.10344824999999999
77.78174593052023,0
155.56349186104046,0.20689649999999998
77.78174593052023,0
311.1269837220809,0.10344824999999999
77.78174593052023,0.10344824999999999
311.1269837220809,0.10344824999999999
277.1826309768721,0.10344824999999999
77.78174593052023,0
311.1269837220809,0.10344824999999999
155.56349186104046,0.10344824999999999
77.78174593052023,0
155.56349186104046,0.20689649999999998
77.78174593052023,0
311.1269837220809,0.10344824999999999
77.78174593052023,0.10344824999999999
311.1269837220809,0.10344824999999999
277.1826309768721,0.10344824999999999
77.78174593052023,0
311.1269837220809,0.10344824999999999
207.65234878997256,0.10344824999999999
103.82617439498628,0
184.9972113558172,0.20689649999999998
103.82617439498628,0
207.65234878997256,0.10344824999999999
184.9972113558172,0.10344824999999999
92.4986056779086,0
